Username,Datetime,Tweet,Clean,Tokenization,Lowercase,Normalize,Stopword,Hasil
qonstanta,2023-03-27 07:27:10+00:00,"Rekap Hasil Seleksi SNBP 2023-2 nih gaes
#PSSI #Batal #Vindes #Bawaslu #U-20 #FIFA #Lokal #Jogja #indomy #Dyandra #Bukber https://t.co/lIEWUI2MhP",Rekap Hasil Seleksi SNBP   nih gaes PSSI Batal Vindes Bawaslu FIFA Lokal Jogja indomy Dyandra Bukber,"['Rekap', 'Hasil', 'Seleksi', 'SNBP', 'nih', 'gaes', 'PSSI', 'Batal', 'Vindes', 'Bawaslu', 'FIFA', 'Lokal', 'Jogja', 'indomy', 'Dyandra', 'Bukber']",rekap hasil seleksi snbp nih gaes pssi batal vindes bawaslu fifa lokal jogja indomy dyandra bukber,"['rekap', 'hasil', 'seleksi', 'snbp', 'ini', 'gaes', 'pssi', 'batal', 'vindes', 'bawaslu', 'fifa', 'lokal', 'jogja', 'indomy', 'dyandra', 'bukber']","['rekap', 'hasil', 'seleksi', 'snbp', 'gaes', 'pssi', 'batal', 'vindes', 'bawaslu', 'fifa', 'lokal', 'jogja', 'indomy', 'dyandra', 'bukber']",rekap hasil seleksi snbp gaes pssi batal vindes bawaslu fifa lokal jogja indomy dyandra bukber
MagdalenaKevia1,2023-03-27 07:23:32+00:00,"emmeesssh
Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra 
ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん
FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023",emmeesssh Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra D FIFA SOLD OUT Argentina Red Velvet GmmtvOuting,"['emmeesssh', 'Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'D', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting']",emmeesssh anastasia batal indomy bawaslu lokal pssi dyandra d fifa sold out argentina red velvet gmmtvouting,"['emmeesssh', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'di', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']","['emmeesssh', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",emmeesssh anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
awanberita,2023-03-27 07:23:03+00:00,"Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん https://t.co/4BMOvORO6G",Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
AgustinWidyasti,2023-03-27 07:21:58+00:00,"dek mika hehehe

Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん",dek mika hehehe Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['dek', 'mika', 'hehehe', 'Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",dek mika hehehe anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['adik', 'mika', 'hehehe', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['adik', 'mika', 'hehehe', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",adik mika hehehe anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
SaputriSulalah,2023-03-27 07:21:44+00:00,"Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん https://t.co/Ui7dsFoXKH",Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
TikaAsmara9,2023-03-27 07:20:10+00:00,"Pak Ganjar sindir dan tampar Anies dengan imbauannya.

Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん https://t.co/2hNmAN6liw",Pak Ganjar sindir dan tampar Anies dengan imbauannya Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['Pak', 'Ganjar', 'sindir', 'dan', 'tampar', 'Anies', 'dengan', 'imbauannya', 'Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",pak ganjar sindir dan tampar anies dengan imbauannya anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['pak', 'ganjar', 'sindir', 'dan', 'tampar', 'anies', 'dengan', 'imbauannya', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['ganjar', 'sindir', 'tampar', 'anies', 'imbauannya', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",ganjar sindir tampar anies imbauannya anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
TikaAsmara8,2023-03-27 07:15:39+00:00,"Pernyataan Pak Ganjar tolak Israel didasari komitmen Bung Karno.

Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん https://t.co/VjyQjdSCVC",Pernyataan Pak Ganjar tolak Israel didasari komitmen Bung Karno Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['Pernyataan', 'Pak', 'Ganjar', 'tolak', 'Israel', 'didasari', 'komitmen', 'Bung', 'Karno', 'Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",pernyataan pak ganjar tolak israel didasari komitmen bung karno anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['pernyataan', 'pak', 'ganjar', 'tolak', 'israel', 'didasari', 'komitmen', 'bung', 'karno', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['pernyataan', 'ganjar', 'tolak', 'israel', 'didasari', 'komitmen', 'karno', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",pernyataan ganjar tolak israel didasari komitmen karno anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
qonstanta,2023-03-27 07:14:26+00:00,"Rekap Hasil Seleksi SNBP 2023 nih gaes
#PSSI #Batal #Vindes #Bawaslu #U-20 #FIFA #Lokal #Jogja #indomy #Dyandra #Bukber https://t.co/NozGBuxZNg",Rekap Hasil Seleksi SNBP  nih gaes PSSI Batal Vindes Bawaslu FIFA Lokal Jogja indomy Dyandra Bukber,"['Rekap', 'Hasil', 'Seleksi', 'SNBP', 'nih', 'gaes', 'PSSI', 'Batal', 'Vindes', 'Bawaslu', 'FIFA', 'Lokal', 'Jogja', 'indomy', 'Dyandra', 'Bukber']",rekap hasil seleksi snbp nih gaes pssi batal vindes bawaslu fifa lokal jogja indomy dyandra bukber,"['rekap', 'hasil', 'seleksi', 'snbp', 'ini', 'gaes', 'pssi', 'batal', 'vindes', 'bawaslu', 'fifa', 'lokal', 'jogja', 'indomy', 'dyandra', 'bukber']","['rekap', 'hasil', 'seleksi', 'snbp', 'gaes', 'pssi', 'batal', 'vindes', 'bawaslu', 'fifa', 'lokal', 'jogja', 'indomy', 'dyandra', 'bukber']",rekap hasil seleksi snbp gaes pssi batal vindes bawaslu fifa lokal jogja indomy dyandra bukber
MazayaRahmalia,2023-03-27 07:14:01+00:00,"Mantap Pak Hasan NASBI, tonton sampe selesai biar ga dungU k

Anastasia , U-20 , batal FIFA , #JENNIE Bawaslu lokal , PSSI jogja Salonpas INTM https://t.co/0eTmrkvVd9",Mantap Pak Hasan NASBI tonton sampe selesai biar ga dungU k Anastasia batal FIFA JENNIE Bawaslu lokal PSSI jogja Salonpas INTM,"['Mantap', 'Pak', 'Hasan', 'NASBI', 'tonton', 'sampe', 'selesai', 'biar', 'ga', 'dungU', 'k', 'Anastasia', 'batal', 'FIFA', 'JENNIE', 'Bawaslu', 'lokal', 'PSSI', 'jogja', 'Salonpas', 'INTM']",mantap pak hasan nasbi tonton sampe selesai biar ga dungu k anastasia batal fifa jennie bawaslu lokal pssi jogja salonpas intm,"['mantap', 'pak', 'hasan', 'nasbi', 'tonton', 'sampai', 'selesai', 'biar', 'ga', 'dungu', 'ke', 'anastasia', 'batal', 'fifa', 'jennie', 'bawaslu', 'lokal', 'pssi', 'jogja', 'salonpas', 'intm']","['mantap', 'hasan', 'nasbi', 'tonton', 'selesai', 'biar', 'ga', 'dungu', 'anastasia', 'batal', 'fifa', 'jennie', 'bawaslu', 'lokal', 'pssi', 'jogja', 'salonpas', 'intm']",mantap hasan nasbi tonton selesai biar ga dungu anastasia batal fifa jennie bawaslu lokal pssi jogja salonpas intm
DinaSuari3,2023-03-27 07:11:45+00:00,"Pak Ganjar artikan positif arahan dari Pak Jokowi.

Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん https://t.co/KwBg7lro0b",Pak Ganjar artikan positif arahan dari Pak Jokowi Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['Pak', 'Ganjar', 'artikan', 'positif', 'arahan', 'dari', 'Pak', 'Jokowi', 'Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",pak ganjar artikan positif arahan dari pak jokowi anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['pak', 'ganjar', 'artikan', 'positif', 'arahan', 'dari', 'pak', 'jokowi', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['ganjar', 'artikan', 'positif', 'arahan', 'jokowi', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",ganjar artikan positif arahan jokowi anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
Sedikit_Keras,2023-03-27 07:11:15+00:00,"Anies resmi dideklarasikan jadi capres karena dana dari Amerika udah cair.

Anastasia Batal Indomy Bawaslu U-20 Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet #GmmtvOuting2023

ムリおじ ひなたくん グループD ヒスイ御三家 ラーメンデート バクフーン ゆうたくん https://t.co/d45zN4EfNR",Anies resmi dideklarasikan jadi capres karena dana dari Amerika udah cair Anastasia Batal Indomy Bawaslu Lokal PSSI Dyandra FIFA SOLD OUT Argentina Red Velvet GmmtvOuting D,"['Anies', 'resmi', 'dideklarasikan', 'jadi', 'capres', 'karena', 'dana', 'dari', 'Amerika', 'udah', 'cair', 'Anastasia', 'Batal', 'Indomy', 'Bawaslu', 'Lokal', 'PSSI', 'Dyandra', 'FIFA', 'SOLD', 'OUT', 'Argentina', 'Red', 'Velvet', 'GmmtvOuting', 'D']",anies resmi dideklarasikan jadi capres karena dana dari amerika udah cair anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina red velvet gmmtvouting d,"['anies', 'resmi', 'dideklarasikan', 'jadi', 'capres', 'karena', 'dana', 'dari', 'amerika', 'sudah', 'cair', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting', 'di']","['anies', 'resmi', 'dideklarasikan', 'capres', 'dana', 'amerika', 'cair', 'anastasia', 'batal', 'indomy', 'bawaslu', 'lokal', 'pssi', 'dyandra', 'fifa', 'sold', 'out', 'argentina', 'redaksi', 'velvet', 'gmmtvouting']",anies resmi dideklarasikan capres dana amerika cair anastasia batal indomy bawaslu lokal pssi dyandra fifa sold out argentina redaksi velvet gmmtvouting
maung_tempur,2023-03-27 05:17:26+00:00,"PSSI menghadapi kemungkinan dapat sanksi FIFA andai Piala Dunia U-20 2023 batal terlaksana. Mereka saat ini sedang terus menjalin komunikasi dengan FIFA terkait hal tersebut.
.
.Nahh gimana menurut Ntizen ?

#FIFA #sanksi #israel https://t.co/JbIZlmYcIC",PSSI menghadapi kemungkinan dapat sanksi FIFA andai Piala Dunia  batal terlaksana Mereka saat ini sedang terus menjalin komunikasi dengan FIFA terkait hal tersebut Nahh gimana menurut Ntizen FIFA sanksi israel,"['PSSI', 'menghadapi', 'kemungkinan', 'dapat', 'sanksi', 'FIFA', 'andai', 'Piala', 'Dunia', 'batal', 'terlaksana', 'Mereka', 'saat', 'ini', 'sedang', 'terus', 'menjalin', 'komunikasi', 'dengan', 'FIFA', 'terkait', 'hal', 'tersebut', 'Nahh', 'gimana', 'menurut', 'Ntizen', 'FIFA', 'sanksi', 'israel']",pssi menghadapi kemungkinan dapat sanksi fifa andai piala dunia batal terlaksana mereka saat ini sedang terus menjalin komunikasi dengan fifa terkait hal tersebut nahh gimana menurut ntizen fifa sanksi israel,"['pssi', 'menghadapi', 'kemungkinan', 'dapat', 'sanksi', 'fifa', 'andai', 'piala', 'dunia', 'batal', 'terlaksana', 'mereka', 'saat', 'ini', 'sedang', 'terus', 'menjalin', 'komunikasi', 'dengan', 'fifa', 'terkait', 'hal', 'tersebut', 'nahh', 'bagaimana', 'menurut', 'ntizen', 'fifa', 'sanksi', 'israel']","['pssi', 'menghadapi', 'sanksi', 'fifa', 'andai', 'piala', 'dunia', 'batal', 'terlaksana', 'menjalin', 'komunikasi', 'fifa', 'terkait', 'nahh', 'ntizen', 'fifa', 'sanksi', 'israel']",pssi menghadapi sanksi fifa andai piala dunia batal terlaksana menjalin komunikasi fifa terkait nahh ntizen fifa sanksi israel
wartacerdikindo,2023-03-27 05:05:46+00:00,"Drawing Piala Dunia U-20 2023 Batal di Bali, FIFA Keluarkan Surat Resmi Bikin PSSI Pusing

https://t.co/zOgzdJoMxf",Drawing Piala Dunia  Batal di Bali FIFA Keluarkan Surat Resmi Bikin PSSI Pusing,"['Drawing', 'Piala', 'Dunia', 'Batal', 'di', 'Bali', 'FIFA', 'Keluarkan', 'Surat', 'Resmi', 'Bikin', 'PSSI', 'Pusing']",drawing piala dunia batal di bali fifa keluarkan surat resmi bikin pssi pusing,"['drawing', 'piala', 'dunia', 'batal', 'di', 'bali', 'fifa', 'keluarkan', 'surat', 'resmi', 'bikin', 'pssi', 'pusing']","['drawing', 'piala', 'dunia', 'batal', 'bali', 'fifa', 'keluarkan', 'surat', 'resmi', 'bikin', 'pssi', 'pusing']",drawing piala dunia batal bali fifa keluarkan surat resmi bikin pssi pusing
kabartimlo,2023-03-27 04:40:31+00:00,"Drawing Piala Dunia U-20 Batal, PSSI Lobi ke FIFA https://t.co/1tJjUETRTs",Drawing Piala Dunia Batal PSSI Lobi ke FIFA,"['Drawing', 'Piala', 'Dunia', 'Batal', 'PSSI', 'Lobi', 'ke', 'FIFA']",drawing piala dunia batal pssi lobi ke fifa,"['drawing', 'piala', 'dunia', 'batal', 'pssi', 'lobi', 'ke', 'fifa']","['drawing', 'piala', 'dunia', 'batal', 'pssi', 'lobi', 'fifa']",drawing piala dunia batal pssi lobi fifa
InfoTimlo,2023-03-27 04:40:31+00:00,"Drawing Piala Dunia U-20 Batal, PSSI Lobi ke FIFA https://t.co/D2ytJ9nilM",Drawing Piala Dunia Batal PSSI Lobi ke FIFA,"['Drawing', 'Piala', 'Dunia', 'Batal', 'PSSI', 'Lobi', 'ke', 'FIFA']",drawing piala dunia batal pssi lobi ke fifa,"['drawing', 'piala', 'dunia', 'batal', 'pssi', 'lobi', 'ke', 'fifa']","['drawing', 'piala', 'dunia', 'batal', 'pssi', 'lobi', 'fifa']",drawing piala dunia batal pssi lobi fifa
timlovers,2023-03-27 04:40:31+00:00,"Drawing Piala Dunia U-20 Batal, PSSI Lobi ke FIFA https://t.co/9IVNj4v0BA",Drawing Piala Dunia Batal PSSI Lobi ke FIFA,"['Drawing', 'Piala', 'Dunia', 'Batal', 'PSSI', 'Lobi', 'ke', 'FIFA']",drawing piala dunia batal pssi lobi ke fifa,"['drawing', 'piala', 'dunia', 'batal', 'pssi', 'lobi', 'ke', 'fifa']","['drawing', 'piala', 'dunia', 'batal', 'pssi', 'lobi', 'fifa']",drawing piala dunia batal pssi lobi fifa
GTVID_News,2023-03-27 03:23:17+00:00,"Baru saja diumumkan pembatalan drawing oleh LOC Piala Dunia U-20 2023. Situasi ini memunculkan dugaan bahwa event ini juga terancam batal terlaksana. CIL

#GTVNews #FIFA #PialaDunia #U20 #Drawing https://t.co/H7KdNYy0AO",Baru saja diumumkan pembatalan drawing oleh LOC Piala Dunia  Situasi ini memunculkan dugaan bahwa event ini juga terancam batal terlaksana CIL GTVNews FIFA PialaDunia Drawing,"['Baru', 'saja', 'diumumkan', 'pembatalan', 'drawing', 'oleh', 'LOC', 'Piala', 'Dunia', 'Situasi', 'ini', 'memunculkan', 'dugaan', 'bahwa', 'event', 'ini', 'juga', 'terancam', 'batal', 'terlaksana', 'CIL', 'GTVNews', 'FIFA', 'PialaDunia', 'Drawing']",baru saja diumumkan pembatalan drawing oleh loc piala dunia situasi ini memunculkan dugaan bahwa event ini juga terancam batal terlaksana cil gtvnews fifa pialadunia drawing,"['baru', 'saja', 'diumumkan', 'pembatalan', 'drawing', 'oleh', 'loc', 'piala', 'dunia', 'situasi', 'ini', 'memunculkan', 'dugaan', 'bahwa', 'event', 'ini', 'juga', 'terancam', 'batal', 'terlaksana', 'cil', 'gtvnews', 'fifa', 'pialadunia', 'drawing']","['diumumkan', 'pembatalan', 'drawing', 'loc', 'piala', 'dunia', 'situasi', 'memunculkan', 'dugaan', 'event', 'terancam', 'batal', 'terlaksana', 'cil', 'gtvnews', 'fifa', 'pialadunia', 'drawing']",diumumkan pembatalan drawing loc piala dunia situasi memunculkan dugaan event terancam batal terlaksana cil gtvnews fifa pialadunia drawing
satu_viral,2023-03-27 03:16:31+00:00,"Info Viral :  Piala Dunia U-20 Terancam Batal, 9 Sanksi Berat FIFA Menanti PSSI 
Drawing Piala Dunia https://t.co/uJMYhU9RqA #beritaviral #satuviral #infoviral #trendingviral #satuberitasejutaviral",Info Viral Piala Dunia Terancam Batal  Sanksi Berat FIFA Menanti PSSI Drawing Piala Dunia beritaviral satuviral infoviral trendingviral satuberitasejutaviral,"['Info', 'Viral', 'Piala', 'Dunia', 'Terancam', 'Batal', 'Sanksi', 'Berat', 'FIFA', 'Menanti', 'PSSI', 'Drawing', 'Piala', 'Dunia', 'beritaviral', 'satuviral', 'infoviral', 'trendingviral', 'satuberitasejutaviral']",info viral piala dunia terancam batal sanksi berat fifa menanti pssi drawing piala dunia beritaviral satuviral infoviral trendingviral satuberitasejutaviral,"['informasi', 'viral', 'piala', 'dunia', 'terancam', 'batal', 'sanksi', 'berat', 'fifa', 'menanti', 'pssi', 'drawing', 'piala', 'dunia', 'beritaviral', 'satuviral', 'infoviral', 'trendingviral', 'satuberitasejutaviral']","['informasi', 'viral', 'piala', 'dunia', 'terancam', 'batal', 'sanksi', 'berat', 'fifa', 'pssi', 'drawing', 'piala', 'dunia', 'beritaviral', 'satuviral', 'infoviral', 'trendingviral', 'satuberitasejutaviral']",informasi viral piala dunia terancam batal sanksi berat fifa pssi drawing piala dunia beritaviral satuviral infoviral trendingviral satuberitasejutaviral
tribunjogja,2023-03-27 03:12:47+00:00,"Drawing Piala Dunia U-20 2023 Batal, Ini yang Akan Dilakukan Erick Thohir untuk Melobi FIFA https://t.co/Xx99a1lj3N",Drawing Piala Dunia  Batal Ini yang Akan Dilakukan Erick Thohir untuk Melobi FIFA,"['Drawing', 'Piala', 'Dunia', 'Batal', 'Ini', 'yang', 'Akan', 'Dilakukan', 'Erick', 'Thohir', 'untuk', 'Melobi', 'FIFA']",drawing piala dunia batal ini yang akan dilakukan erick thohir untuk melobi fifa,"['drawing', 'piala', 'dunia', 'batal', 'ini', 'yang', 'akan', 'dilakukan', 'erick', 'thohir', 'untuk', 'melobi', 'fifa']","['drawing', 'piala', 'dunia', 'batal', 'erick', 'thohir', 'melobi', 'fifa']",drawing piala dunia batal erick thohir melobi fifa
BantenNews_coid,2023-03-27 03:09:01+00:00,"Drawing Piala Dunia U-20 di Bali Batal, PSSI Sadar soal 9 Sanksi Berat dari FIFA https://t.co/yrpjvf36bR",Drawing Piala Dunia di Bali Batal PSSI Sadar soal  Sanksi Berat dari FIFA,"['Drawing', 'Piala', 'Dunia', 'di', 'Bali', 'Batal', 'PSSI', 'Sadar', 'soal', 'Sanksi', 'Berat', 'dari', 'FIFA']",drawing piala dunia di bali batal pssi sadar soal sanksi berat dari fifa,"['drawing', 'piala', 'dunia', 'di', 'bali', 'batal', 'pssi', 'sadar', 'soal', 'sanksi', 'berat', 'dari', 'fifa']","['drawing', 'piala', 'dunia', 'bali', 'batal', 'pssi', 'sadar', 'sanksi', 'berat', 'fifa']",drawing piala dunia bali batal pssi sadar sanksi berat fifa
kurawa,2023-03-27 02:57:29+00:00,"Kerusakan yang ditimbulkan oleh PDIP di ajang U-20 sdh didepan mata masih belum telat utk mau sembuhkan ini semua.

Ibu harus dengarkan pendapat pecinta bola dan pendukung2 pemerintah yg masih waras .

Pemerintah lewat @jokowi dan @erickthohir tengah melobby FIFA agar tdk batal",Kerusakan yang ditimbulkan oleh PDIP di ajang sdh didepan mata masih belum telat utk mau sembuhkan ini semua Ibu harus dengarkan pendapat pecinta bola dan pendukung pemerintah yg masih waras Pemerintah lewat dan tengah melobby FIFA agar tdk batal,"['Kerusakan', 'yang', 'ditimbulkan', 'oleh', 'PDIP', 'di', 'ajang', 'sdh', 'didepan', 'mata', 'masih', 'belum', 'telat', 'utk', 'mau', 'sembuhkan', 'ini', 'semua', 'Ibu', 'harus', 'dengarkan', 'pendapat', 'pecinta', 'bola', 'dan', 'pendukung', 'pemerintah', 'yg', 'masih', 'waras', 'Pemerintah', 'lewat', 'dan', 'tengah', 'melobby', 'FIFA', 'agar', 'tdk', 'batal']",kerusakan yang ditimbulkan oleh pdip di ajang sdh didepan mata masih belum telat utk mau sembuhkan ini semua ibu harus dengarkan pendapat pecinta bola dan pendukung pemerintah yg masih waras pemerintah lewat dan tengah melobby fifa agar tdk batal,"['kerusakan', 'yang', 'ditimbulkan', 'oleh', 'pdip', 'di', 'ajang', 'sdh', 'didepan', 'mata', 'masih', 'belum', 'terlambat', 'untuk', 'mau', 'sembuhkan', 'ini', 'semua', 'ibu', 'harus', 'dengarkan', 'pendapat', 'pecinta', 'bola', 'dan', 'pendukung', 'pemerintah', 'yang', 'masih', 'waras', 'pemerintah', 'lewat', 'dan', 'tengah', 'melobby', 'fifa', 'agar', 'tidak', 'batal']","['kerusakan', 'ditimbulkan', 'pdip', 'ajang', 'sdh', 'didepan', 'terlambat', 'sembuhkan', 'dengarkan', 'pendapat', 'pecinta', 'bola', 'pendukung', 'pemerintah', 'waras', 'pemerintah', 'tengah', 'melobby', 'fifa', 'batal']",kerusakan ditimbulkan pdip ajang sdh didepan terlambat sembuhkan dengarkan pendapat pecinta bola pendukung pemerintah waras pemerintah tengah melobby fifa batal
